City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
191,avera,33.194,-82.5271,7.73,95,100,1.46,US,1674438838
192,nurota,40.5614,65.6886,-6.38,81,98,1.91,UZ,1674438839
193,samarina,57.8878,27.8054,-3.06,98,83,1.38,RU,1674438839
194,rio grande,-32.035,-52.0986,22.45,82,0,2.4,BR,1674438840
195,namibe,-15.1961,12.1522,22.34,82,100,2.67,AO,1674438840
196,leninskoye,41.7589,69.3864,-13.0,79,4,2.37,KZ,1674438840
197,acapulco,16.8634,-99.8901,24.17,78,0,2.72,MX,1674438416
198,terrace,54.5163,-128.6035,0.95,93,100,3.6,CA,1674438702
199,saint-augustin,51.226,-58.6502,-8.14,88,100,4.09,CA,1674438842
200,den helder,52.9599,4.7593,3.32,88,100,3.13,NL,1674438743
201,ust-ilimsk,58.0006,102.6619,-38.8,96,84,1.41,RU,1674438843
202,bowen,-20.0167,148.2333,27.89,64,9,6.05,AU,1674438843
203,sabha,27.0377,14.4283,10.43,26,0,2.51,LY,1674438844
204,saskylakh,71.9167,114.0833,-32.49,87,100,1.04,RU,1674438845
205,camacha,33.0833,-16.3333,15.68,59,40,7.2,PT,1674438846
206,pedasi,7.5333,-80.0333,25.04,80,7,2.05,PA,1674438846
207,canutama,-6.5339,-64.3831,22.8,96,98,0.83,BR,1674438847
208,khatanga,71.9667,102.5,-41.79,97,19,1.49,RU,1674438848
209,kodiak,57.79,-152.4072,1.61,99,100,6.18,US,1674438849
210,lavrentiya,65.5833,-171.0,-28.77,94,70,5.37,RU,1674438850
211,evensk,61.95,159.2333,-15.48,89,100,12.35,RU,1674438850
212,meulaboh,4.1363,96.1285,23.93,91,83,0.91,ID,1674438851
213,victoria,22.2855,114.1577,20.58,85,11,1.79,HK,1674438707
214,saint george,37.1041,-113.5841,3.02,41,100,9.77,US,1674438853
215,praia,14.9215,-23.5087,20.7,67,3,5.25,CV,1674438641
216,vozhega,60.4725,40.2213,-8.83,99,96,1.55,RU,1674438854
217,ochamchira,42.7121,41.4721,6.62,53,0,3.09,GE,1674438855
218,ossora,59.2353,163.0719,-14.49,95,100,2.78,RU,1674438856
219,ilinskiy,55.619,38.1182,-3.79,93,100,3.0,RU,1674438856
220,ola,59.5833,151.2833,-24.28,81,53,4.1,RU,1674438721
221,muncar,-8.4333,114.3333,28.12,65,20,0.04,ID,1674438858
222,kawalu,-7.3817,108.2082,27.16,73,99,0.5,ID,1674438859
223,avarua,-21.2078,-159.775,26.03,89,75,1.03,CK,1674438604
224,bambanglipuro,-7.95,110.2833,28.31,73,67,3.88,ID,1674438861
225,primorsk,46.7348,36.3443,0.23,86,100,7.74,UA,1674438861
226,salinopolis,-0.6136,-47.3561,24.91,89,62,5.11,BR,1674438862
227,clyde river,70.4692,-68.5914,-31.87,68,100,11.32,CA,1674438863
228,svetlyy,54.675,20.1347,-0.97,87,7,3.02,RU,1674438864
229,katsuura,35.1333,140.3,7.75,89,100,7.55,JP,1674438865
230,gumdag,39.2061,54.5906,-2.2,59,0,4.91,TM,1674438866
231,road town,18.4167,-64.6167,26.02,69,40,4.63,VG,1674438866
232,rantepao,-2.9701,119.8978,25.9,69,100,0.66,ID,1674438867
233,namie,37.4833,141.0,3.73,62,100,1.14,JP,1674438868
234,sambava,-14.2667,50.1667,24.06,82,100,1.8,MG,1674438869
235,kushima,31.4583,131.2333,10.49,88,100,3.87,JP,1674438869
236,sorong,-0.8833,131.25,27.63,76,100,1.53,ID,1674438663
237,broken hill,-31.95,141.4333,29.58,24,2,3.67,AU,1674438870
238,hukuntsi,-24.0,21.75,27.51,26,100,4.7,BW,1674438871
239,kyakhta,50.3508,106.4494,-38.37,97,48,1.68,RU,1674438871
240,cherepovets,59.1333,37.9,-18.93,100,99,1.34,RU,1674438872
241,tigzirt,36.8886,4.1198,5.82,86,100,1.69,DZ,1674438872
242,kavaratti,10.5669,72.642,26.71,69,34,4.49,IN,1674438873
243,sao filipe,14.8961,-24.4956,20.92,64,24,4.96,CV,1674438873
244,severo-kurilsk,50.6789,156.125,-8.01,58,98,1.74,RU,1674438874
245,bestobe,52.4994,73.0975,-7.61,77,100,7.47,KZ,1674438874
246,yaan,7.3833,8.5667,25.6,18,36,1.49,NG,1674438875
247,batagay-alyta,67.8006,130.4114,-30.27,100,99,0.29,RU,1674438875
248,lompoc,34.6391,-120.4579,13.08,53,0,7.2,US,1674438586
249,shaunavon,49.6501,-108.4181,-2.12,89,89,7.96,CA,1674438876
250,coquimbo,-29.9533,-71.3436,16.85,88,20,3.09,CL,1674438797
251,pacific grove,36.6177,-121.9166,14.17,76,0,11.62,US,1674438300
252,qandala,11.472,49.8728,22.33,69,19,2.57,SO,1674438877
253,natal,-5.795,-35.2094,27.36,83,40,4.12,BR,1674438877
254,leshukonskoye,64.8989,45.7622,-9.59,92,59,3.49,RU,1674438878
255,kashi,39.4547,75.9797,-10.44,85,75,3.0,CN,1674438878
256,mangrol,21.1167,70.1167,14.95,56,1,6.51,IN,1674438879
257,torbay,47.6666,-52.7314,-4.35,91,20,7.2,CA,1674438879
258,tiksi,71.6872,128.8694,-31.21,97,100,2.42,RU,1674438880
259,goito,45.2549,10.6721,4.53,90,100,1.34,IT,1674438880
260,westport,41.1415,-73.3579,4.3,89,100,2.57,US,1674438749
261,bani walid,31.7566,13.9942,8.87,59,53,2.15,LY,1674438881
262,pisco,-13.7,-76.2167,23.03,73,0,4.63,PE,1674438882
263,murud,18.3258,72.965,18.48,65,6,1.89,IN,1674438552
264,sechenovo,55.2244,45.8906,-13.12,93,99,2.27,RU,1674438883
265,arman,59.7,150.1667,-24.05,82,12,3.75,RU,1674438883
266,pevek,69.7008,170.3133,-34.84,93,80,1.27,RU,1674438884
267,saint-georges,12.0564,-61.7485,24.82,88,20,7.72,GD,1674438704
268,vanavara,60.34,102.2797,-41.95,100,100,1.58,RU,1674438884
269,san ramon,37.7799,-121.978,12.96,37,31,0.89,US,1674438846
270,sant julia de loria,42.4625,1.4825,-4.3,87,26,4.54,AD,1674438885
271,dunedin,-45.8742,170.5036,17.67,45,5,4.92,NZ,1674438886
272,waipawa,-41.4122,175.5153,14.98,68,82,3.83,NZ,1674438886
273,rawson,-43.3002,-65.1023,15.85,71,6,5.87,AR,1674438887
274,rorvik,64.8621,11.2373,6.06,81,100,10.8,NO,1674438887
275,koutiala,12.3917,-5.4642,24.89,16,0,0.96,ML,1674438888
276,el tigre,8.8875,-64.2454,22.53,83,75,5.58,VE,1674438888
277,sheboygan,43.7333,-87.9334,-6.85,91,100,3.6,US,1674438220
278,labuhan,-6.8844,112.2051,27.73,75,92,2.0,ID,1674438889
279,lethem,3.3803,-59.7968,24.91,76,46,5.15,GY,1674438890
280,darhan,49.4867,105.9228,-35.37,93,7,2.64,MN,1674438890
281,harper,4.375,-7.7169,26.12,82,100,3.59,LR,1674438890
282,sorland,67.667,12.6934,5.92,79,64,15.57,NO,1674438891
283,xinqing,48.2333,129.5,-30.66,84,100,1.54,CN,1674438891
284,kaili,-3.4626,120.2147,24.95,70,100,1.03,ID,1674438892
285,luena,-11.7833,19.9167,15.95,95,100,3.5,AO,1674438892
286,khovu-aksy,51.1333,93.6,-29.39,94,100,2.43,RU,1674438893
287,keflavik,64.0049,-22.5624,0.95,64,75,5.66,IS,1674438893
288,tandur,17.2333,77.5833,18.55,83,31,2.13,IN,1674438894
289,shubarshi,48.5872,57.1869,-11.8,70,0,3.2,KZ,1674438894
290,mount gambier,-37.8333,140.7667,26.02,42,10,2.37,AU,1674438895
291,rocha,-34.4833,-54.3333,19.38,80,87,1.45,UY,1674438895
292,ostrovnoy,68.0531,39.5131,-4.0,81,57,11.71,RU,1674438896
293,husavik,66.0449,-17.3389,-5.0,62,20,5.12,IS,1674438896
294,koygorodok,60.445,50.9968,-12.63,100,100,0.88,RU,1674438897
295,bassano,50.7834,-112.4685,-2.73,84,5,4.34,CA,1674438897
296,cururupu,-1.8283,-44.8683,23.58,95,2,1.74,BR,1674438898
297,tuy hoa,13.0833,109.3,23.82,85,97,3.11,VN,1674438898
298,astana,51.1801,71.446,-17.03,71,0,5.0,KZ,1674438704
299,tartagal,-22.5164,-63.8013,21.55,96,100,2.44,AR,1674438899
300,yenagoa,4.9247,6.2642,25.26,86,11,1.06,NG,1674438899
301,pimentel,-6.8367,-79.9342,21.16,78,0,6.69,PE,1674438900
302,providencia,28.7167,-111.5833,15.11,49,0,3.64,MX,1674438900
303,ayabe,35.3,135.25,4.71,80,92,1.76,JP,1674438901
304,rajaldesar,28.0333,74.4667,13.13,56,82,4.33,IN,1674438901
305,dwarka,22.2394,68.9678,17.63,48,0,7.73,IN,1674438902
306,praia da vitoria,38.7333,-27.0667,15.98,72,75,6.7,PT,1674438904
307,moctezuma,29.8,-109.6667,12.57,26,0,2.78,MX,1674438906
308,fort nelson,58.8053,-122.7002,-8.23,93,75,1.03,CA,1674438906
309,padang,-0.9492,100.3543,24.03,89,100,1.34,ID,1674438907
310,galle,6.0367,80.217,24.15,85,99,2.36,LK,1674438678
311,hirara,24.8,125.2833,20.92,83,75,7.72,JP,1674438909
312,araouane,18.9048,-3.5265,17.96,14,0,4.7,ML,1674438910
313,clinton,42.587,-82.9199,0.18,90,92,2.14,US,1674438910
314,guerrero negro,27.9769,-114.0611,14.44,68,0,7.12,MX,1674438911
315,krasnyy chikoy,50.3643,108.7512,-35.63,96,66,1.33,RU,1674438912
316,maracacume,-2.0428,-45.9592,22.41,99,23,1.29,BR,1674438912
317,longyearbyen,78.2186,15.6401,2.91,81,75,6.17,SJ,1674438913
318,tabou,4.423,-7.3528,25.71,85,69,3.56,CI,1674438914
319,kavieng,-2.5744,150.7967,28.57,72,100,5.27,PG,1674438914
320,ancud,-41.8697,-73.8203,13.64,88,0,1.42,CL,1674438915
321,coihaique,-45.5752,-72.0662,16.34,48,20,1.54,CL,1674438916
322,wyndham,37.6985,-77.6125,5.67,90,100,1.34,US,1674438917
323,shache,38.4167,77.2406,-13.76,92,79,3.08,CN,1674438917
324,prince rupert,54.3161,-130.3201,3.83,97,100,13.38,CA,1674438918
325,progreso,21.2833,-89.6667,23.44,90,18,3.39,MX,1674438919
326,lambarene,-0.7001,10.2406,23.88,95,94,1.27,GA,1674438919
327,puri,19.8,85.85,17.29,75,66,2.53,IN,1674438920
328,novoseleznevo,55.6821,69.2056,-9.41,94,94,4.84,RU,1674438921
329,aykhal,66.0,111.5,-33.54,83,100,1.78,RU,1674438921
330,la romana,18.4273,-68.9728,24.2,83,40,2.06,DO,1674438922
331,koslan,63.4564,48.8989,-11.34,96,100,2.85,RU,1674438923
332,freetown,8.484,-13.2299,24.12,79,0,3.18,SL,1674438924
333,soyo,-6.1349,12.3689,25.81,84,100,0.92,AO,1674438926
334,kahului,20.8947,-156.47,26.58,75,37,2.68,US,1674438926
335,hambantota,6.1241,81.1185,23.19,100,40,2.06,LK,1674438927
336,dulce grande,23.0,-102.1667,13.99,23,8,4.89,MX,1674438928
337,sakakah,29.9697,40.2064,9.76,65,0,3.66,SA,1674438928
338,fukue,32.6881,128.8419,11.2,71,75,7.72,JP,1674438929
339,paamiut,61.994,-49.6678,-7.76,72,100,7.59,GL,1674438929
340,muravlenko,63.7898,74.523,-10.03,95,100,5.53,RU,1674438930
341,biloela,-24.4167,150.5,29.54,51,45,1.9,AU,1674438930
342,sinnamary,5.3833,-52.95,24.75,86,100,5.96,GF,1674438931
343,luanda,-8.8368,13.2343,26.0,83,20,1.03,AO,1674438745
344,ronne,55.1009,14.7066,0.95,93,100,1.03,DK,1674438932
345,cueto,20.6439,-75.9356,21.93,82,0,1.98,CU,1674438933
346,mutis,6.2262,-77.4044,24.61,89,32,2.0,CO,1674438933
347,bolshaya glushitsa,50.2406,43.5908,-6.93,86,92,3.3,RU,1674438934
348,nome,64.5011,-165.4064,-18.96,55,0,0.0,US,1674438718
349,asfi,32.2994,-9.2372,12.62,85,0,7.78,MA,1674438934
350,satuk,41.2263,32.3836,5.83,62,99,1.43,TR,1674438935
351,swakopmund,-22.6833,14.5333,18.1,89,100,2.73,NA,1674438935
352,galveston,29.3669,-94.9669,13.32,58,0,4.19,US,1674438936
353,makungu,-8.7333,35.2833,16.67,96,100,1.17,TZ,1674438936
354,sa kaeo,13.75,102.3333,26.39,43,30,2.22,TH,1674438937
355,terney,45.0503,136.6092,-15.16,58,100,3.93,RU,1674438938
356,aklavik,68.2191,-135.0107,-22.77,92,98,5.24,CA,1674438938
357,evanston,42.0411,-87.6901,0.06,88,100,3.6,US,1674438727
358,namatanai,-3.6667,152.4333,28.77,69,99,3.56,PG,1674438939
359,dareda,-4.2167,35.55,15.27,85,100,0.76,TZ,1674438939
360,hamilton,39.1834,-84.5333,1.47,93,100,2.06,US,1674438652
361,khorramshahr,30.4397,48.1664,9.98,100,20,0.0,IR,1674438940
362,cayenne,4.9333,-52.3333,26.02,78,75,3.6,GF,1674438940
363,wagar,16.1525,36.2032,21.91,74,14,4.65,SD,1674438941
364,bilma,18.6853,12.9164,18.7,15,20,3.01,NE,1674438941
365,charlestown,-32.95,151.6667,24.34,77,91,1.79,AU,1674438942
366,firozpur,30.9167,74.6,9.66,54,59,2.69,IN,1674438942
367,vestmannaeyjar,63.4427,-20.2734,1.95,56,100,7.38,IS,1674438943
368,kirakira,-10.4544,161.9205,29.24,71,93,2.93,SB,1674438943
369,adrar,20.5022,-10.0711,15.5,16,0,4.58,MR,1674438944
370,santa ana,33.7456,-117.8678,15.02,80,74,0.45,US,1674438907
371,batemans bay,-35.7167,150.1833,21.17,59,78,3.52,AU,1674438944
372,luau,-10.7073,22.2247,17.15,99,95,1.69,AO,1674438945
373,pokhara,28.2333,83.9833,13.36,18,0,2.91,NP,1674438945
374,rock springs,41.5875,-109.2029,-12.75,95,97,0.68,US,1674438890
375,korla,41.7597,86.1469,-13.34,71,1,2.07,CN,1674438946
376,iquitos,-3.7481,-73.2472,23.02,94,20,0.0,PE,1674438947
377,almaznyy,48.0448,40.045,-2.56,80,64,6.96,RU,1674438947
378,siderno,38.2779,16.302,5.74,82,14,3.06,IT,1674438947
379,nanortalik,60.1432,-45.2371,-5.64,61,100,2.13,GL,1674438948
380,ambatondrazaka,-17.8333,48.4167,19.4,97,100,3.31,MG,1674438948
381,muriwai beach,-36.8167,174.45,24.55,54,13,3.6,NZ,1674438778
382,amahai,-3.3333,128.9167,29.24,67,94,1.18,ID,1674438949
383,lom sak,16.7798,101.2422,23.36,47,4,0.0,TH,1674438950
384,at-bashi,41.1702,75.8106,-17.84,58,41,2.33,KG,1674438950
385,shinjo,38.7586,140.3008,-1.51,86,100,2.82,JP,1674438951
386,samana,19.2056,-69.3369,23.21,85,16,3.79,DO,1674438951
387,klaksvik,62.2266,-6.589,6.51,79,100,9.67,FO,1674438951
388,yulara,-25.2406,130.9889,34.05,13,0,5.68,AU,1674438952
389,olinda,-8.0089,-34.8553,27.85,74,40,3.6,BR,1674438952
390,sovetskaya gavan,48.9723,140.2878,-19.77,66,95,3.4,RU,1674438953
391,beyneu,45.3167,55.2,-4.02,52,0,4.43,KZ,1674438953
392,isla mujeres,21.2311,-86.731,25.65,78,1,5.29,MX,1674438954
393,tagusao,9.1924,117.8141,27.6,70,100,1.95,PH,1674438955
394,santa rosa,14.3122,121.1114,28.95,67,31,5.12,PH,1674438955
395,henties bay,-22.116,14.2845,18.47,87,98,1.75,NA,1674438956
396,isla vista,34.4133,-119.861,14.12,35,79,3.32,US,1674438956
397,umm kaddadah,13.6017,26.6876,15.44,15,0,4.96,SD,1674438956
398,belaya gora,68.5333,146.4167,-44.71,100,97,0.81,RU,1674438957
399,kewanee,41.2456,-89.9248,-1.4,85,100,3.38,US,1674438957
400,rongcheng,30.634,117.8517,5.76,93,100,1.92,CN,1674438958
401,grindavik,63.8424,-22.4338,0.97,64,75,5.66,IS,1674438958
402,tautira,-17.7333,-149.15,24.46,79,100,2.76,PF,1674438959
403,berezovyy,51.6667,135.7,-24.31,90,100,0.54,RU,1674438959
404,mehamn,71.0357,27.8492,3.97,52,20,10.8,NO,1674438960
405,huilong,31.8111,121.655,7.74,87,100,6.39,CN,1674438960
406,imeni babushkina,59.7573,43.1285,-21.69,100,100,0.66,RU,1674438961
407,iaciara,-14.0958,-46.6317,19.84,92,89,1.95,BR,1674438961
408,kisangani,0.5167,25.2,23.3,64,100,1.28,CD,1674438962
409,kjollefjord,70.9457,27.3465,3.9,52,20,10.8,NO,1674438963
410,bosaso,11.2842,49.1816,21.99,69,17,2.77,SO,1674438964
411,parana,-31.732,-60.5238,30.86,44,69,3.26,AR,1674438892
412,bitlis,38.5,42.25,-2.75,86,11,2.41,TR,1674438965
413,wapi pathum,15.8452,103.3768,25.59,32,17,2.17,TH,1674438966
414,simoes,-7.5989,-40.8178,22.62,80,94,0.46,BR,1674438967
415,hailey,43.5196,-114.3153,-10.61,80,12,2.24,US,1674438967
416,weligama,5.9667,80.4167,23.91,84,83,2.75,LK,1674438968
417,lexington,37.9887,-84.4777,2.91,86,100,0.89,US,1674438888
418,pravda,46.9396,142.009,-11.85,89,100,1.4,RU,1674438969
419,kalat,29.0225,66.5916,-3.87,60,0,1.98,PK,1674438969
420,komsomolskiy,40.4272,71.7189,-6.88,84,100,0.45,UZ,1674438970
421,zatoka,46.0725,30.4654,3.08,84,36,7.11,UA,1674438971
422,kijang,35.2442,129.2139,3.85,44,0,2.51,KR,1674438971
423,alice springs,-23.7,133.8833,32.75,40,17,3.6,AU,1674438972
424,stuttgart,48.7823,9.177,0.45,92,100,1.54,DE,1674438900
425,shahgarh,24.3167,79.1333,15.62,67,53,1.69,IN,1674438973
426,ahipara,-35.1667,173.1667,21.93,65,100,3.41,NZ,1674438973
427,ilulissat,69.2167,-51.1,-11.56,96,100,1.6,GL,1674438974
428,ust-tsilma,65.441,52.1498,-5.7,93,100,3.51,RU,1674438974
429,saraland,30.8207,-88.0706,11.26,86,3,1.85,US,1674438975
430,yeppoon,-23.1333,150.7333,29.88,62,45,4.36,AU,1674438976
431,zaranj,30.9667,61.8833,0.29,53,0,5.9,AF,1674438976
432,buala,-8.145,159.5921,30.61,61,75,2.84,SB,1674438977
433,porto novo,6.4965,2.6036,26.17,84,22,2.66,BJ,1674438978
434,mareeba,-17.0,145.4333,30.24,65,54,3.63,AU,1674438978
435,fuyang,32.9,115.8167,5.47,78,100,2.89,CN,1674438979
436,hobyo,5.3505,48.5268,24.34,77,25,8.6,SO,1674438979
437,shenjiamen,29.9576,122.298,9.38,94,100,6.06,CN,1674438980
438,kharitonovo,61.4009,47.4978,-15.41,100,100,0.9,RU,1674438980
439,gundlupet,11.8,76.6833,16.71,80,44,0.68,IN,1674438981
440,tournai,50.6072,3.3893,2.89,95,100,3.15,BE,1674438982
441,banda aceh,5.5577,95.3222,25.52,85,88,3.85,ID,1674438982
442,inuvik,68.3499,-133.7218,-19.44,81,100,3.6,CA,1674438983
443,ontario,34.0633,-117.6509,13.9,59,0,2.06,US,1674438985
444,oranjemund,-28.55,16.4333,17.29,91,50,4.04,NA,1674438985
445,zhangzhou,24.5133,117.6556,15.96,81,97,0.9,CN,1674438986
446,sayyan,15.1718,44.3244,9.54,37,2,0.32,YE,1674438987
447,petropavlovsk-kamchatskiy,53.0452,158.6483,-14.67,66,75,3.0,RU,1674438987
448,de aar,-30.6497,24.0123,20.01,63,8,2.84,ZA,1674438988
449,saquarema,-22.92,-42.5103,22.42,93,79,3.26,BR,1674438988
450,khani,41.9563,42.9566,3.76,61,1,2.58,GE,1674438989
451,twin falls,42.3505,-114.6445,-5.81,86,100,2.57,US,1674438990
452,okhotsk,59.3833,143.3,-24.8,82,45,5.47,RU,1674438990
453,sisimiut,66.9395,-53.6735,-9.81,94,100,3.27,GL,1674438991
454,salalah,17.0151,54.0924,20.06,73,48,1.93,OM,1674438991
455,mezen,65.8522,44.24,-7.26,91,44,3.75,RU,1674438992
456,khasan,42.4308,130.6434,-9.57,58,65,6.28,RU,1674438992
457,luderitz,-26.6481,15.1594,17.87,88,5,6.65,NA,1674438993
458,zeya,53.75,127.2667,-31.37,78,74,0.92,RU,1674438993
459,merauke,-8.4667,140.3333,29.3,71,100,3.73,ID,1674438994
460,chuy,-33.6971,-53.4616,20.58,81,71,2.34,UY,1674438994
461,sulangan,11.1373,123.7228,26.23,80,100,6.07,PH,1674438995
462,san cristobal,7.7669,-72.225,21.1,75,78,1.0,VE,1674438892
463,bonavista,48.6499,-53.1147,-3.59,83,34,7.02,CA,1674438996
